Record,Vital,Lag,MAE,RMSE,MAPE
p002172-2121-11-11-04-06n,RESP,1,2.648141765909262,3.059050663682775,5.605496707574895
p002172-2121-11-11-04-06n,SpO2,1,0.23781320819948776,0.38845592095816395,0.23927884905646934
p002211-2184-01-22-20-25n,HR,2,0.3361268047041591,0.4130687389224901,0.4558591841540438
p002211-2184-01-22-20-25n,RESP,2,1.779254213223388,2.009686403803482,6.006849595811311
p002211-2184-01-22-20-25n,SpO2,2,0.9174471081492825,1.0278657557754836,0.9694838648067374
p002213-2101-12-29-14-03n,HR,3,2.204485457037888,3.3109701280915167,3.491702118555258
p002213-2101-12-29-14-03n,RESP,3,4.39301863732985,4.625724765532274,19.554540825618748
p002213-2101-12-29-14-03n,SpO2,3,0.7968621177321751,0.9795054503958859,0.822061636752351
p002240-2161-08-05-18-49n,HR,1,2.1069649457423596,2.3015785923889647,1.9595703240805198
p002240-2161-08-05-18-49n,RESP,1,1.1518041461203619,1.47870569688491,4.7971095232872605
p002240-2161-08-05-18-49n,SpO2,1,0.6008739486569169,0.861137163089601,0.644893524798703
p002280-2133-12-17-14-04n,HR,1,0.7707478600320442,0.907449441182378,1.0700523252332288
p002280-2133-12-17-14-04n,RESP,1,2.616746468256111,2.6974502600656334,8.172344225909773
p002280-2133-12-17-14-04n,SpO2,1,0.046768430135293214,0.04938595871206669,0.04676843013529322
p002326-2123-04-03-04-01n,HR,1,3.0120250593346882,3.1736578765081154,3.459129526250067
p002326-2123-04-03-04-01n,RESP,1,1.2322529145288814,1.2984984104145458,9.033909711842691
p002326-2123-04-03-04-01n,SpO2,1,0.23228191203862564,0.28566500110676346,0.2388406757462165
p002340-2112-08-13-13-18n,HR,2,0.6751761615622428,0.9078430755899826,0.7131222898950296
p002340-2112-08-13-13-18n,RESP,2,4.284270428188193,4.693733060073156,32.92467515527825
p002340-2112-08-13-13-18n,SpO2,2,1.2126048615235263,1.2394120340502124,1.255458411369347
p002369-2183-09-01-12-24n,HR,1,0.873526266284842,1.8918833181567207,1.5212845055154078
p002369-2183-09-01-12-24n,RESP,1,1.9162645641212257,2.1206611514146303,10.734887987914828
p002369-2183-09-01-12-24n,SpO2,1,1.0233456107356873,1.2888573377824226,1.063031288131127
p002389-2179-03-30-18-46n,HR,1,2.3554108839643275,2.6118872138773854,3.5093087682022968
p002389-2179-03-30-18-46n,RESP,1,0.5019745792053685,0.5951129844691768,4.343373313586317
p002389-2179-03-30-18-46n,SpO2,1,0.6556873061157062,0.6887091626185117,0.6757118205417985
p002389-2179-03-31-12-30n,HR,4,4.7017722358988205,5.520646682062156,4.594783818785565
p002389-2179-03-31-12-30n,RESP,4,1.5089547523083509,1.9929132316219076,9.715332551947542
p002389-2179-03-31-12-30n,SpO2,4,1.8196344906166515,2.0744657149052763,1.972911413979726
p002395-2172-05-07-16-02n,HR,5,1.4868304851852472,2.0030761741985517,1.4147567129671805
p002395-2172-05-07-16-02n,RESP,5,1.3695351140908891,1.6275764561888995,5.487212725261504
p002395-2172-05-07-16-02n,SpO2,5,0.2734516587216632,0.3398645942315675,0.29265997511281594
p002498-2192-08-01-12-03n,HR,2,0.23179760396883822,0.35539821523539905,0.3596391380158679
p002498-2192-08-01-12-03n,RESP,2,2.2655031717683665,2.4064443429828986,10.057263195340308
p002498-2192-08-01-12-03n,SpO2,2,0.20453733826227277,0.2505498264928433,0.21341453583726783
p002513-2148-12-07-23-05n,HR,4,12.053216990371517,12.573057212185846,10.763424294649502
p002513-2148-12-07-23-05n,RESP,4,2.1878855113132887,2.8581314881729627,9.033247639152842
p002513-2148-12-07-23-05n,SpO2,4,2.927463853291293,2.9978331053607703,2.998241993334715
p002561-2166-09-19-14-34n,HR,3,4.563047964702404,6.763059157753415,4.543867612878273
p002561-2166-09-19-14-34n,RESP,3,6.633148867335183,9.006693621166974,38.46930729859177
p002561-2166-09-19-14-34n,SpO2,3,1.3778877950093489,2.6307163902405524,1.4869846590322442
p002586-2103-09-16-12-24n,HR,2,3.2837859066884563,4.461041809576201,2.2864799908637323
p002586-2103-09-16-12-24n,RESP,2,1.6768871551814641,1.9724615891720272,9.281030390186766
p002586-2103-09-16-12-24n,SpO2,2,3.4240131403375345,3.6585663270110396,3.4493630065032166
p002639-2113-10-17-11-14n,HR,4,2.4786528788134703,3.3313318784652295,2.8114296256395073
p002639-2113-10-17-11-14n,RESP,4,2.3191979149039055,2.560453005511922,11.211617498100079
p002639-2113-10-17-11-14n,SpO2,4,0.7419880407613576,0.9459181460042261,0.7651639911532988
p002773-2179-08-13-11-25n,HR,1,2.6066200468398293,2.743373064280129,2.7654588048903026
p002773-2179-08-13-11-25n,RESP,1,1.4405038058557789,1.695631313201361,4.3254926961948055
p002773-2179-08-13-11-25n,SpO2,1,0.7922453799137088,0.9214693078421445,0.8094959139809328
p002784-2173-10-21-23-03n,HR,1,1.9809934450085607,2.3450762109418193,2.27755053067791
p002784-2173-10-21-23-03n,RESP,1,2.9994501870544723,3.5330167179570244,16.25064542918962
p002784-2173-10-21-23-03n,SpO2,1,0.05140899285892005,0.053777049106046575,0.05140899285892005
p002787-2113-05-20-05-42n,HR,2,0.8043605664243529,1.085622648939097,0.9748604849156326
p002787-2113-05-20-05-42n,RESP,2,1.4233740675525361,1.578521619397231,7.929456208242282
p002787-2113-05-20-05-42n,SpO2,2,0.6895321576086004,0.7366426936336694,0.7161003015595195
p002846-2200-11-22-23-12n,HR,1,2.137702214765652,2.378470225807522,2.176004491865369
